username,acctdesc,location,following,followers,totaltweets,timestamp,retweetcount,favcount,text
DupontWing,Graduated from University of Southern California and UCLA Management Development for Entrepreneurs,,5,38,1698,15/8/19 2:29,555,19,"Meet Joy — a #Lawyer, a Blind #HongKongProtester &amp; a Social Activist. 

Physical #Disability does NOT stop her from pursuing #JUSTICE! Real #hero in #HongKong 🇭🇰

#HongKongProtest #香港デモ #LiberateHongKong #law #RuleOfLaw 
https://t.co/YI6MNRuGeo"
hon_hker,"Hker 
Free Hong Kong
Anti extradition law
Anti Chinazi",,25,4,189,29/9/19 11:06,641,250,"【112 Global Rallies】

On 2 November (Sat), global rallies will be held in over 48 cities in 17 countries in support of autonomy for Hong Kong, as promised in the Sino-British Joint Declaration.

#FightforAutonomy #StandWithHK 
#HongKongSOS #112

https://t.co/sKRYn00GBE https://t.co/WVCEdwwSyy"
AC09924736,"香港人加油! 香港人反抗! 😷
Twitter文宣新手，請多多指教
#FollowBackHK",,196,197,3679,14/9/19 16:10,152,2031,The revolution is all around us: This running group of dozens is chanting #FightForFreedom #StandWithHongKong while passing Central Ferry Piers on their way to Wan Chai from Zhongshan Park. On a Friday night in #HK. #香港人反抗 https://t.co/VxdnQEdVPx
SandyMa97867508,Free Hong Kong,,8,0,15,5/9/19 1:05,8347,11,Today I’m introducing new legislation to impose Global Magnitsky sanctions on Beijing officials &amp; their collaborators who seek to repress Hong Kong. The situation there is urgent. Proud to be joined by @SenRickScott &amp; @JohnCornyn #StandWithHongKong https://t.co/Owa6mMcjak
relisophy,,湯隠れの里,45,23,502,12/4/11 12:59,3,821,"According to #HongKong local news, he isn't a police officer. Just a citizen holds different political stand. His face covered with blood after being assaulted by protesters. The taxi driver refused to take him, no journalists helped him, they just filming. https://t.co/bhkGLwnLsG"
tc20194,"EXO-L, ONCE~ Liberate 🇭🇰! Fight for Freedom! #StandwithHongKong #FollowbackHongKong #科勞手足",,546,364,5761,28/9/19 2:14,293,8685,"It turns out the Electoral Officer Laura Aron who disqualified @joshuawongcf is actually a lawbreaker herself.

She constructed illegal structures on top of her house.

Absurdity in #HongKong just reached new heights: lawbreakers enforce law shamelessly. https://t.co/X2VmMF7ZnE"
xr_bot,Bot that retweets #ExtinctionRebellion,,0,278,12702,10/7/19 15:49,1,0,"#protest #art from #hongkong

https://t.co/msEoH9YGBk

#ExtinctionRebellion #rebelforlife #ClimateChange #ClimateEmergency #FridayThoughts https://t.co/lh4f2WvFfx"
xzxzanalazy,"HongKonger, my love is for Liverpool!!!! Fight For Freedom, please stand with Hong Kong. #FOLLOWBACKHONGKONG",Hong Kong,699,663,26695,4/3/18 14:47,1,27499,"See u all on Saturday!

#StandWithHongKong #112 #SOSHK #HongKong https://t.co/12Ks5xVGOU"
lovehkhp,,Hong Kong,25,12,1939,18/10/19 15:57,957,1809,"OMFG!😱 Watch at 0:09 how butthurt #HKPolice gets when somebody walks by and couldn't stand their body odor ""嘩好臭呀!""  The whole canine unit did a 180 turn to chase and bark at him!

#StandWithHongKong #HongKongProtests https://t.co/kDquHMmZ44"
Alice167167,"A Project Manager who likes managing her own husband. LOL | #Hongkongers will never give up for DEMOCRACY | #手足互科 | 願公平如大水滾滾, 公義如滔滔江河. 阿摩司書Amos 5:24",兄弟爬山,528,428,1234,16/10/19 1:30,166,806,#China's continuing denial of rights and fundamental freedoms for the people of #HongKong has led to the current political unrest. Let voters have the last word. https://t.co/heArGWGiQ5
bravenprotect,,,45,4,374,1/10/19 1:43,192,280,"Hong Kong’s #Halloween night.
Police say they have every right to take off anyone’s face covering out there.
#TearGasAndBloodshed
#HongkongProtests https://t.co/u6M1L2fn9d"
hndrdtrsr,"Heung Gong Yan Ga Yau!

'Supreme executive power derives from a mandate from the masses, not from some farcical aquatic ceremony.'",,239,156,968,30/9/19 12:19,0,3336,"All pro-democracy citizens are exposed to targeted violence and torture all too often.

We try to report the website to google, but it just come back online quickly. 

#HKPoliceTerrorism #HKPoliceState https://t.co/8GYSQbxCvq"
Woowoow31880653,"DUAL SUFFRAGE! 
Five Demands Not One LEss
Freedom and Democracy
I LOVE Hong Kong",,1593,719,3874,15/8/19 14:59,0,2879,@lukedepulford @PrivateEyeNews @GOVUK Hk is still crying. Please #StandWithHongKong
c5hardtop1999,Freedom & Liberty Warrior Constitutional Conservative. USAF Veteran 316/46150 under Ronald Reagan Levin #1. #MAGA #KAG #Israel https://t.co/JAmXDNrpWd,,28832,33619,216901,1/10/11 21:06,9,50240,"The only acceptable ""improvement"" is universal suffrage. #HongKong #China https://t.co/TPDYkH1Ylc"
YuriStoyanov,"Freedom, justice, and prosperity for all. Opinions are my own.","Toronto, Canada",361,1212,4505,24/12/08 17:43,1,3336,"@LeungKaiChiHK The problem with the #CCP is that, with absolutely no tolerance of criticism, the party demands UNDIVIDED LOYALTY from its ""subjects"", and thus even the slightest hint of disobedience is considered too dangerous and must be quelled at its nascent stage. 

#HongKongProtests https://t.co/Z8wbdzuKqH"
luronny,Let's go Lakers! This is your year.,,2490,326,12283,13/6/09 5:26,9,124333,"The only acceptable ""improvement"" is universal suffrage. #HongKong #China https://t.co/TPDYkH1Ylc"
terryyipomni,Hongkonger 🇭🇰 Stand with Hong Kong! Fight for freedom! 香港人加油!! #FollowBackHongKong #FiveDemandsNotOneLess #StandwithHongKong #科勞手足 #FightForFreedom,Hong Kong,1910,759,1811,9/3/15 6:57,37,1282,We dressed as Winnie the Pooh in the New York Halloween Parade 🐻 #StandWithHongKong https://t.co/v5sLY5ffzU
WNKjvApKFuyhy8Q,,,3,1,37,16/10/19 15:11,0,0,"If we burn, you burn with us! 
#LiberateHK
#HKPolice #HongKongPolice
#HKPoliceTerrorists #HKPoliceBrutality  #PoliceState #HongKong #HongKongProstests #StandWithHongKong #chinazi #antichinazi https://t.co/NIGbiIsRFQ"
LEE92742121,Stand With Hong Kong. We'll Never Walk Alone 香港人! 加油!,Hong Kong,12,3,117,31/8/19 15:11,2605,164,"BREAKING: police fire tear gas in Central at around 10pm, in an attempt to clear revellers and protesters from the business and entertainment district. #HongKong https://t.co/32953dmZ1J"
bravenprotect,,,45,4,374,1/10/19 1:43,1328,280,"#HKPolice are taking no chances with hauntings on #halloween2019 , destroying the Prince Edward MTR memorial site.  They're led by Officer Tier III Pln 2, a unique ID to identi.. oh wait, his bff next to him as the same ID too.  Never mind😑

#StandWithHongKong #HongKongProtests https://t.co/0Thy0RKavf"
hon_hker,"Hker 
Free Hong Kong
Anti extradition law
Anti Chinazi",,25,4,189,29/9/19 11:06,3397,250,"Flashing strong light at someone’s face is how #Police maintain the law n safety in #HongKong now? When the man in suit asked the police for the police’s no.,the police replied provocatively“Look!Can’t you read you dickhead,here’s the no.”while there’s no no. on him. #PoliceState https://t.co/Vq5dr0UOJm"
paulmerich,#Austrian living abroad for almost 20 years; Business Executive; Traveller - favorite cities being #Taipei and #HongKong; loving #Freedom and #Democracy,Originally from Austria,278,987,2407,16/12/11 2:35,0,2183,Are we going to see another escalation in #HongKong? https://t.co/XOvgMVWND0
CrisYorke,Libertarian leaning conservative. President Trump needs to extract structural change from Marxist regimes. Finish the damn wall & infrastructure. America First,,884,560,49234,11/6/10 10:44,9,23508,"The only acceptable ""improvement"" is universal suffrage. #HongKong #China https://t.co/TPDYkH1Ylc"
Freedomchina6,,,177,82,8868,6/3/19 18:31,1,6598,"@HKDailyTimes852 @SolomonYue Can anyone bear to see and think of being brutally arrested just because of voicing our discontent with the wrongful acts of our govt and police? Basic rights all down the drain! #HKPolice don't hold back anymore, not even bother to hide their ugly acts! #HKPoliceState"
Edwardma2002,"Born in China, graduated from Renmin Daxue University of China, immigrated to Canada in 2007. Profession: Property Manager and real estate agent","Saskatoon, SK Canada",20,41,4256,14/2/11 16:09,394,586,"Man weeps before the #police, ""We are all #HongKongers! Why are you treating #HongKong citizens like this?""
Police continue to deploy #teargas and warned him to stay away, or he will be charged with obstructing the police.
Credit - 眾新聞 C News
Translation - @BeWaterHKG https://t.co/GbvOK7fMpZ"
Humbert18960727,,,315,101,1082,6/1/16 16:42,2047,7545,"Just now in Tuen Mun, the riot police pull the owners out from the restaurant and arrest them! 
Before these, the riot police walk by and want to arrest the youngsters inside the restaurant with no reasons and the shop owner refuse to do so. #HKPoliceTerrorism #HKPoliceState https://t.co/GTouHyEJ4B"
HkersWe,"I love Hong Kong, please pray for Hong Kong.
#FollowBackHongKong",,605,392,3915,25/7/19 3:10,0,4985,"@KenRoth If you keep silent and pretend nothing is happened in #HongKong, you will be the one who let murderers to kill us https://t.co/DsyZarH2up"
concon929,"#FollowBackHongKong
Disney🏰‖Food😋‖Music🎵
I won't be silenced
You can't keep me quiet
Won't tremble when you try it
All I know is I won't go speechless",,1435,2047,3738,18/8/19 13:03,9,9294,"[BREAKING] Musicians playing #GloryToHongKong in the street are arrested in Shatin !!! This #HongakongPolice aka #HKGestapo has got insane !!!

#HongKong
#Hongkonger
#HongKongProtests https://t.co/JJ9G9NBtA1"
mkgu129,,,123,9,138,14/1/14 13:44,0,154,"Hong Kong police
FUCK YOU🖕🏼🖕🏼🖕🏼🖕🏼
#HongKongPolice #StandWithHongKong https://t.co/qKjERxUu3s"
natalie_hoyin,Keep it simple stupid.,,81,52,3534,19/2/15 18:21,163,2939,"Oct 31 Mong Kok, #HongKong. Who suffered from indiscriminating tear gas shots from #HongKongPolice? Child, passerby, elderly. Who’s there to help them? Volunteer first-aider and black-clad young folks whom cops enjoy beating the shit up. #FreeHongKong

Video fm White Night Media https://t.co/GHSlcj7cxS"
mamalla76375383,,,247,605,59305,24/9/18 21:43,9,31202,"#China will “perfect” the way the leader of #HongKong is appointed and replaced, and won’t tolerate separatism or threats to #NationalSecurity there, a senior #Chinese official said on Nov. 1 after a meeting of the top leadership. https://t.co/87aXINp8RY"
benny_now,,,1,0,1,4/7/19 15:32,8347,1,Today I’m introducing new legislation to impose Global Magnitsky sanctions on Beijing officials &amp; their collaborators who seek to repress Hong Kong. The situation there is urgent. Proud to be joined by @SenRickScott &amp; @JohnCornyn #StandWithHongKong https://t.co/Owa6mMcjak
GordonGChang,,,764,46312,8703,4/6/10 16:23,9,14,"The only acceptable ""improvement"" is universal suffrage. #HongKong #China https://t.co/TPDYkH1Ylc"
bandgirlagogo,a hongkonger fighting for freedom #standwithhongkong #freehongkong #fivedemandsnotoneless #followbackhongkong #科勞手足 #手足互科,Hong Kong,1177,727,954,9/9/19 8:29,0,998,"@aydinanwar_ Thank you for standing with #HongKong! Thank you for your voices! Thank you for everything!❤️

Btw that Chinese guy is so pathatic that he dare not to curse someone’s mom in English😒"
AJUNMAMI,,,64,3,295,3/10/16 3:14,258,2972,I guess this police officer did not had any treat so someone did a trick on him. #Halloween in #HongKong #hongkongprotests #antielabhk https://t.co/i2YPncolb9
crystal_queen02,,,10,37,69,24/2/11 17:49,87,56,"@ShibaniMahtani @FRANKIEHKGUY The US lady asked US consulate for help. Her wallet was stolen by the #HKPoliceState. 

Source from Editorial Board, CityU SU FB https://t.co/vM0jIMEuVr"
saikycv,,,143,4,1328,7/6/19 14:38,26,1374,"""Put on the scariest costume you can think of for Halloween""

A ""I ♥️ @hkpoliceforce"" blue T-shirt and mask wins the internet for #HappyHalloween this year in #HongKong.

#DemocracyForHK 
#PoliceBrutality 
#BeWater https://t.co/XeYsmev9Ie"
KinakoNaniwa,日本語が不自由なところはありますが、頑張って失礼のないように自分の意見を話させてもらいます,,131,36,1618,1/8/19 4:51,641,622,"【112 Global Rallies】

On 2 November (Sat), global rallies will be held in over 48 cities in 17 countries in support of autonomy for Hong Kong, as promised in the Sino-British Joint Declaration.

#FightforAutonomy #StandWithHK 
#HongKongSOS #112

https://t.co/sKRYn00GBE https://t.co/WVCEdwwSyy"
DingNovo,Love and Peace can heal,,43,47,1604,21/9/19 11:28,3397,1977,"Flashing strong light at someone’s face is how #Police maintain the law n safety in #HongKong now? When the man in suit asked the police for the police’s no.,the police replied provocatively“Look!Can’t you read you dickhead,here’s the no.”while there’s no no. on him. #PoliceState https://t.co/Vq5dr0UOJm"
LauTim10664652,,,107,25,2359,1/9/19 5:33,7,1584,@CTVNews #Halloween in HK.  Lets enjoy the tear gas.  #HKPoliceBrutality https://t.co/yY6xovsVYo
CheungSafina,Stand with Hong Kong,,115,61,614,2/10/19 5:31,238,674,"In a Friday press conference, a #HongKong social worker complained that after being repeatedly beaten on the head by police in Mong Kok on Thursday night - without being arrested - officers gathered around to taunt him asking if he had ""bumped into something"".

#HongKongprotests https://t.co/F0Xwmn7VWu"
IsadaYuy,,,230,90,324,13/6/19 13:31,163,340,"Oct 31 Mong Kok, #HongKong. Who suffered from indiscriminating tear gas shots from #HongKongPolice? Child, passerby, elderly. Who’s there to help them? Volunteer first-aider and black-clad young folks whom cops enjoy beating the shit up. #FreeHongKong

Video fm White Night Media https://t.co/GHSlcj7cxS"
shatin_yau,"Revolution of Our Times #FightForFreedom #StandWithHongKong #BeWater
RT,Like≠Agree",Hong Kong,73,37,1010,16/10/19 15:06,0,1041,"@DamirReneGOP The violence on the part of #HongKongProtesters has so far been very restrained and targeted. Those pro-China attackers should be made to pay more than they earn from attacking protesters to deter them from doing so. 
#FightForFreedom #StandWithHongKong #FiveDemandsNotOneLess"
freeHongKong15,"Save Hong Kong,  please support us. !! https://t.co/9mrnD0uH2Y?amp=1",,461,852,6125,23/8/19 10:51,37,12761,We dressed as Winnie the Pooh in the New York Halloween Parade 🐻 #StandWithHongKong https://t.co/v5sLY5ffzU
LauTim10664652,,,107,25,2359,1/9/19 5:33,0,1584,@TMclaughlin3 Thank you NY for supporting Hong Kong #StandWithHongKong
babayaga2_0,We all stand with Freedom & Justice We are HongKonger #光復香港時代革命 #沒有暴徒只有暴政 #NoChinaExtradition #5DemandsNot1Less,Garden of Eden,529,3536,2133,8/3/13 9:34,0,2575,"What a fierce face👏🏽👏🏽🤷🏼‍♂️
#HKPoliceBrutality 
#chinazi https://t.co/tjV8EPf3NT"
CoolManRules,It will be okay,,316,242,907,16/10/19 9:22,347,801,Thank you @PrivateEyeNews for reporting this. The @GOVUK is talking out of both sides of its mouth. We must stop selling tear gas and other “strategic exports” to SAR. They are being used to suppress the cry of #HongKong for freedom and dignity. https://t.co/GEIRKxEFZK
777goestodie,"Fight for freedom, stand with Hong Kong. Five demands, not one less.",,89,49,384,12/3/19 1:40,48,627,"Part 2 of HK Police sexual harassment

‘I just want to return home..‘The lady cried and shouted...

But the police tore her clothes up on the street publicly.. 

The lady was under arrested already!

#HKPoliceTerrorism #Halloween #HKPoliceState #PoliceState  #PoliceBrutalityHK https://t.co/O2R6c3Ponw"
Nicole922830251,Love Hong Kong Fighting for freedom and democracy!,,132,129,1289,1/9/19 10:19,163,634,"Oct 31 Mong Kok, #HongKong. Who suffered from indiscriminating tear gas shots from #HongKongPolice? Child, passerby, elderly. Who’s there to help them? Volunteer first-aider and black-clad young folks whom cops enjoy beating the shit up. #FreeHongKong

Video fm White Night Media https://t.co/GHSlcj7cxS"
xzxzanalazy,"HongKonger, my love is for Liverpool!!!! Fight For Freedom, please stand with Hong Kong. #FOLLOWBACKHONGKONG",Hong Kong,699,663,26695,4/3/18 14:47,116,27499,"Dozens of local residents stood in protest in Tsuen Wan on Friday evening - despite heavy riot police presence - to mark one month since an officer shot an 18-year-old with live ammunition in the chest at point blank range.

Photo: Stand News. #hongkong #hongkongprotests https://t.co/9xbJZXAB2B"
do_uhearme,852 never give up! 🇭🇰 KPOP fans +Disney fans// 中文+English #glorytohongkong,香港,656,561,3496,3/4/19 16:26,9,4131,"#HongKongPolice — can put on WHATEVER signs &amp; deco onto their #Police Uniforms when on duty.

See the tag #民族英雄? “National Hero”? Nope, you’re _______ ! 

#HKPoliceState #HKPoliceTerrorism #HongKong #香港デモ #HKBeWaterAct https://t.co/liR36U86VO"
777goestodie,"Fight for freedom, stand with Hong Kong. Five demands, not one less.",,89,49,384,12/3/19 1:40,166,627,"🇭🇰 ATTENTION! 2 Nov #HongKongProtests

*3-5pm Victoria Park, #HongKong Island: 100 pro-#Democracy district council candidates election talk
*5pm Edinburgh Place: #HKHRDA Rally
*5pm Chater Garden: Bird-folding #freenix 

#FightForFreedom
#StandWithHongKong
https://t.co/1cxDXhlp9Z"
david_sandvig,KC Realtor 🏠 | Insurance 🏠🚗 | Rock State,"Overland Park, KS",1243,246,1875,12/2/17 7:02,5905,3770,This is disgusting. Where is the accountability? #StandwithHK #HongKong https://t.co/KDkf6tba1p
jennii_lavender,"Be bold. Be brave. Be courageous.
#Hongkongers United we stand. Divided we fall.",,210,134,6478,27/9/15 7:26,8,8897,The people of #hongkong will be wearing #poppies this November to remember those who have given their lives in WWI. #PoppyDay #RemembranceDay #hk https://t.co/hTFIOixqqE
PearlHongKong,Check out HKPF violence database. #FollowBackHongKong,,642,535,6259,21/8/19 16:24,192,8737,"Hong Kong’s #Halloween night.
Police say they have every right to take off anyone’s face covering out there.
#TearGasAndBloodshed
#HongkongProtests https://t.co/u6M1L2fn9d"
FMcGarrity1888,love the Glasgow Celtic,,675,415,4406,13/12/11 14:05,315,1120,"Hong Kongers are providing you new ways to deal with tear gas everyday!!!

This might be my favorite so far. Revolutionary Leaf Blower! 

Hong Kongers 1 Authoritarian Oppressors 0
#HongKong #HongKongProtests https://t.co/evcFlvLGuq"
Woowoow31880653,"DUAL SUFFRAGE! 
Five Demands Not One LEss
Freedom and Democracy
I LOVE Hong Kong",,1593,719,3874,15/8/19 14:59,347,2879,Thank you @PrivateEyeNews for reporting this. The @GOVUK is talking out of both sides of its mouth. We must stop selling tear gas and other “strategic exports” to SAR. They are being used to suppress the cry of #HongKong for freedom and dignity. https://t.co/GEIRKxEFZK
PaimeiGuy,"Entrepreneur @DT4_IR, Consultant, Interim Executive, CIO, Business Leader. @CIOAcademyAsia Advisor Vietnam. Lifelong learner and basketball! Matthew 6:33-34","Ho Chi Minh, Vietnam",690,742,24502,13/9/09 8:05,3,22551,Ethnic minorities marching in solidarity for democracy during the Umbrella Revolution five years ago. #HongKongProtests https://t.co/jSXn7FrXJ5
xzxzanalazy,"HongKonger, my love is for Liverpool!!!! Fight For Freedom, please stand with Hong Kong. #FOLLOWBACKHONGKONG",Hong Kong,699,663,26695,4/3/18 14:47,1,27499,Salute to press!! Thank you!! #HongKongers are not alone!! #keepfighting #StandWithHongKong #FreeHongKong https://t.co/NgVXvNDfzn
ivy34238571,,,288,24,663,1/9/19 7:07,786,1171,"Some believed #HongKong police won’t fire tear gas in #Central.
Consider there’re classy people live there?
They’ve already gone haywired, there’s only “me or them” in their twisted mind. 

#TearGasBuffet in #PoliceState 

https://t.co/9FD6peYpKc"
777goestodie,"Fight for freedom, stand with Hong Kong. Five demands, not one less.",,89,49,384,12/3/19 1:40,640,627,"Last night, a woman is being dragged on the ground, while  #HongKongPolice pointed her with a gun.

I don't want to use such word but it's a hunt.

I wonder how long it takes to be another #ConcentrationCamps beside #Xinjiang.

#HumanRights #StandWithHongKong #China70yearsOfShame https://t.co/gTF1WHHS0l"
Jianne02367576,,,13,0,6,30/10/19 13:57,64,14,"Someone from Texas make a tattoo to #StandWithHongKong!
Speachless and really appreciate the big effort to support #HongKong!
#MeiwithHongKong
https://t.co/lGmAaYrY3R"
SimonYip15,"Just an ordinary citizen in HK who still knows what is right or wrong 
咀咒警察暴行及和黑社會合作的警察, 永不原諒 .公義要申張
唔幫襯藍店, 只吃買黃店 (唔買大陸嘢)
#StandWithHongKong",,968,243,3803,28/9/19 17:14,26,2526,"112 Fight for #HongKong #autonomy 
2 Nov 2019 (Sat)
3-5pm Victoria Park, Causeway Bay
5pm Edinburgh Place &amp; Chater Garden, Central, #HKprotests https://t.co/BJQaB9rGYr"
GuChan65620645,,,53,76,892,20/8/19 4:17,8,1221,"I've been waiting to do this. Going to campus like this. 👷‍♂️,🥽,Longslv+光復香港tee,black pants

https://t.co/VcgqYD6eTL

#halloween2019 #Halloween #Shout4HK #HongKong #香港人加油 #香港人反抗 #五大訴求缺一不可 #光復香港時代革命"
bkong8888,#5demandsnot1less #fightforfreedom #standwithhongkong #光復香港 #時代革命 #五大訴求 #缺一不可,Hong Kong,236,63,2861,8/5/19 14:44,1328,3284,"#HKPolice are taking no chances with hauntings on #halloween2019 , destroying the Prince Edward MTR memorial site.  They're led by Officer Tier III Pln 2, a unique ID to identi.. oh wait, his bff next to him as the same ID too.  Never mind😑

#StandWithHongKong #HongKongProtests https://t.co/0Thy0RKavf"
UltraBroForce,It's time to banish the devil,Brotherland,290,154,2451,23/3/12 3:36,163,6232,"Oct 31 Mong Kok, #HongKong. Who suffered from indiscriminating tear gas shots from #HongKongPolice? Child, passerby, elderly. Who’s there to help them? Volunteer first-aider and black-clad young folks whom cops enjoy beating the shit up. #FreeHongKong

Video fm White Night Media https://t.co/GHSlcj7cxS"
DauDing2009,"Fight for Freedom 💪
Stand with #HongKong",,392,369,8477,29/7/19 6:12,238,10709,"In a Friday press conference, a #HongKong social worker complained that after being repeatedly beaten on the head by police in Mong Kok on Thursday night - without being arrested - officers gathered around to taunt him asking if he had ""bumped into something"".

#HongKongprotests https://t.co/F0Xwmn7VWu"
xzxzanalazy,"HongKonger, my love is for Liverpool!!!! Fight For Freedom, please stand with Hong Kong. #FOLLOWBACKHONGKONG",Hong Kong,699,663,26695,4/3/18 14:47,137,27499,"new plan on #2ndNov 

👉🏻 3pm - 5pm #VictoriasPark
*District Council Election Campaign*
👉🏻 5pm - 7pm #ChaterGarden
*Hong Kong Human Rights &amp; Democracy Act*
👉🏻 5pm - 7pm #EdinburghPlace
*Pray for #Hongkong Paper-folding*

#BeWater, see you tmrw #Hongkongers!🇭🇰💪🏻

#StandWithHK https://t.co/J1YgRlo0yP"
WestIndependent,Science hasn't proven carbon emissions are responsible for climate change. | Socialism & Communism punish success. | #FreeHongKong,"Calgary, Alberta/Tyler, Texas",3665,3830,11855,13/11/15 3:42,9,27571,"#China will “perfect” the way the leader of #HongKong is appointed and replaced, and won’t tolerate separatism or threats to #NationalSecurity there, a senior #Chinese official said on Nov. 1 after a meeting of the top leadership. https://t.co/87aXINp8RY"
PaimeiGuy,"Entrepreneur @DT4_IR, Consultant, Interim Executive, CIO, Business Leader. @CIOAcademyAsia Advisor Vietnam. Lifelong learner and basketball! Matthew 6:33-34","Ho Chi Minh, Vietnam",690,742,24502,13/9/09 8:05,3,22551,Who remembers these posters? #HongKongProtests https://t.co/3jAhgUTrTH
Momoyiyi1,Stand with Hong Kong! Fight for freedom!,,26,1,39,25/10/19 2:03,399,67,China says will ‘improve’ way Hong Kong leader is selected to ‘safeguard national security’ https://t.co/8Cmn49om8F #HongKong #China #antiELABhk #antiELAB #HongKongProtests
LauTim10664652,,,107,25,2359,1/9/19 5:33,0,1584,@NPR WTF to call a festival party as protest. Do not learn to be hk police #HKPoliceTerrorism #HKPoliceBrutality
BenTai63993552,Normal person in Hong Kong,,50,6,1141,27/8/19 2:51,548,88,"Senator Hawley: ""We are in for a long struggle with China to defend our economy and our people. We’ve surrendered too much ground already. Now is the time to take a stand, by standing with Hong Kong."" #StandWithHongKong"
HuaPoSuo,敬畏耶和华是智慧的开端 ；认识至圣者便是聪明 。 ——《箴言》9:10,Canada,469,9631,39778,3/8/17 2:22,71,59135,Say no to #HKPoliceTerrorism #HKPoliceState https://t.co/2jvxNrl2Qh
Sumyuen0718,"Fight against tyranny, stand with Hong Kong","Bristol, England",245,129,556,22/5/16 5:38,5905,525,This is disgusting. Where is the accountability? #StandwithHK #HongKong https://t.co/KDkf6tba1p
haby_lee,A Hongkonger telling the world what’s really going on in Hong Kong and how we need your help.,,65,4,212,5/3/15 20:00,347,102,Thank you @PrivateEyeNews for reporting this. The @GOVUK is talking out of both sides of its mouth. We must stop selling tear gas and other “strategic exports” to SAR. They are being used to suppress the cry of #HongKong for freedom and dignity. https://t.co/GEIRKxEFZK
PaimeiGuy,"Entrepreneur @DT4_IR, Consultant, Interim Executive, CIO, Business Leader. @CIOAcademyAsia Advisor Vietnam. Lifelong learner and basketball! Matthew 6:33-34","Ho Chi Minh, Vietnam",690,742,24502,13/9/09 8:05,27,22551,Thought I’d lost all my 2014 protest photos but just discovered them on an old laptop. This was what a police line looked like during the Umbrella Revolution. #HongKongProtests https://t.co/kD9k0JPdzF
lillly20649404,,,5,3,123,4/9/19 15:31,0,53,#HKPolice is asking #Facebook to delete this photo. The Police is plinting its gun to a girl.s head directly. #HKPoliceBrutality #HKPoliceState #HKpoliceTERROR #HongKongProtesters #HongKongHumanRightsAndDemocracyAct #FightForFreedom #StandWithHongKong https://t.co/l2KT4ReTeU
saikycv,,,143,4,1328,7/6/19 14:38,641,1374,"【112 Global Rallies】

On 2 November (Sat), global rallies will be held in over 48 cities in 17 countries in support of autonomy for Hong Kong, as promised in the Sino-British Joint Declaration.

#FightforAutonomy #StandWithHK 
#HongKongSOS #112

https://t.co/sKRYn00GBE https://t.co/WVCEdwwSyy"
hinhung0119,做自己認為該做的事，不理會别人如何看法，但求內心無愧,,1846,2219,267937,14/6/12 11:57,2406,34,"Now cosplaying is de facto banned in #HongKong. #HKPoliceTerrorists will beat you up even though you just cosplay as the #mistressofevil  on #halloween2019 

https://t.co/S8kn4bu8y9"
147Chau,"Stand with Hong Kong.
Teenager from Hong Kong.",香港,121,62,1393,4/9/19 16:37,347,1374,Thank you @PrivateEyeNews for reporting this. The @GOVUK is talking out of both sides of its mouth. We must stop selling tear gas and other “strategic exports” to SAR. They are being used to suppress the cry of #HongKong for freedom and dignity. https://t.co/GEIRKxEFZK
irenelui,不是因為有希望才堅持 是因為堅持了才有希望 💪🏻💪🏻五大訴求，缺一不可✋🏻✋🏻香港人，反抗！ 🇭🇰 新手文宣請求手足互科🙏🏻🙇🏻‍♂️🙇🏻‍♂️ #followbackhongkong,Hong Kong,246,180,405,23/4/09 6:46,0,687,It’s gonna to be fail. HongKongers won’t accept such education as we have critical thinking mind and respect on freedom and human rights. Totalitarian can only destroy the place but not going to rule this place. #FightForFreedom #StandWithHongKong #AntiChinazi #followbackhongkong https://t.co/LyRZoZyqOD
hkersnostake,Stand with Hongkong,Hong Kong,350,85,1957,16/4/11 16:53,1,1481,"By the way, after the disqualification of Junius Ho by the Anglia Ruskin University in UK happened, the China Central Television which usually speaks for China government defined this as “the Honour of Chinese”.
#HKprotests 
#hardtounderstand https://t.co/mDa1UkZOtr"
lansewenming,"GuoMedia@lansewenming9
A man who doesn't understandEnglish has no choice but to use theEnglish language to make a sound of explosive news revolution to theWorld",,727,1099,3637,16/3/19 13:00,163,36489,"Oct 31 Mong Kok, #HongKong. Who suffered from indiscriminating tear gas shots from #HongKongPolice? Child, passerby, elderly. Who’s there to help them? Volunteer first-aider and black-clad young folks whom cops enjoy beating the shit up. #FreeHongKong

Video fm White Night Media https://t.co/GHSlcj7cxS"
catheri80185072,Hong konger,Hong Kong,125,9,473,12/3/18 1:07,641,486,"【112 Global Rallies】

On 2 November (Sat), global rallies will be held in over 48 cities in 17 countries in support of autonomy for Hong Kong, as promised in the Sino-British Joint Declaration.

#FightforAutonomy #StandWithHK 
#HongKongSOS #112

https://t.co/sKRYn00GBE https://t.co/WVCEdwwSyy"
4EVERFREEUSA,"I support accountable & very limited govt, the Constitution & the rule of law, and policies that promote the liberty & prosperity of all Americans. ❤️🇺🇸",,169,47,2697,7/8/19 5:21,8,3659,"The headpiece is left on the ground after the woman's arrest 

#HongKong #Halloween https://t.co/SrzfWVGYAa"
pineappleoil2,#FollowBackHongKong,Hong Kong,32,6,236,2/10/15 3:35,49,413,Senator @LindseyGrahamSC thanks everyone who signed our petition to support the #HongKongProtests and the Hong Kong Human Rights &amp; Democracy Act! https://t.co/4Uiw5O0dFk
